lemma,count
παριππεύω,38
προσδοκάομαι,4
τιμωρήομαι,2
ὑπαιδέομαι,1
ξυντείνω,11
ἐγκατέχω,1
ἐμπιπλόͅσχω,1
εὐλαβέομαι,322
προκατασχάζω,1
καταγεγελάζω,1
ἐφύω,36
ὀνυχίζω,1
διανόω,3
προσυψέω,1
ἁρπυιογούνω,1
͵αρκομαι,1
προεξορμάω,3
ἀνικηρύσσω,1
ἀγκλινω,1
προσπεύθομαι,1
ἐμεμαρτυρέω,1
ἀνακεχαιτίζω,1
καθορμίω,1
τιέω,1
προαφαιρέω,8
διαφθειραίω,1
ἀηθέσσω,2
δυνόω,3
περιπταίω,3
συμύχομαι,1
ἀναδιδέω,1
ὑπασπίζω,1
χαμαιπιτ́ω,1
ἀπάλλυμι,1
συνθερμαν́νω,1
ποάζω,4
πιέχω,4
παροτίθημι,1
προσκρατύνω,1
ληναΐζω,1
προϊοέρχομαι,1
ἠδίκημαι,6
φίγνυμι,1
ἐκφοβάω,1
ἐπιδαπανάω,1
ἐκούω,6
διενομοθετέω,3
Ἡδονέω,1
τεθεραπεύω,6
ἐγκεκάομαι,1
πλημμυρέω,20
καταφωράω,9
ἀπάγχω,69
προαπαγορεύω,3
τοξοφορέω,1
εὐσεβέω,65
προσμίγνυμι,7
προωτίθημι,2
κατασημαίνομαι,4
καταφλεκέω,1
προδιείγω,1
ἀπεκαρύττω,2
ϋξύγω,1
ὀρνιθομανέω,3
νέομαι,154
ὑπεκτίθεμαι,27
τεταπείγνομαι,1
ὑπτιάζω,11
ἀνέγρομαι,4
εἰσπετάζω,1
προεστ́ηκα,1
περιρρρήγνυμι,3
καταλέλοιπα,1
κρυμ́ω,6
ἀποζεύζω,1
ἀφάσσω,11
ἐκπροτιμάω,1
ἀπευτομολέω,1
διαριστέω,1
κελ́νυμι,1
κατάδεκμαι,2
νευρέω,1
συσέω,5
πρόφημι,2
κατατρύχω,5
ἐπιστάλλω,2
ἐμβαβλάω,6
ὑπεξαλύσκω,1
συγωνάω,1
διοιτόω,1
ξυμπίπτω,23
ἀποστοματίζω,10
προαιρέω,882
ἀποσείζομαι,3
ἀποξεδύω,1
συμβολεύω,1
παταγέω,20
ὑπερββλήκω,4
ἀπέπτω,6
ἐφίσκεψημι,3
συνμύω,2
ὑπερεκχύνω,2
ἐλθίημι,2
καρφολογέω,6
ἡβωέω,1
ἀναίλλω,1
ἀστέμνυμν,1
διαμασάωθσθω,2
ἀφαλίσκομαι,1
διψάζω,5
παρακεκλίω,1
προσαλέω,1
λιπαρέω,111
διαμυλλαίνω,1
ἐπιπροφέρω,1
ἀντεπαφίημι,1
κτετ́ανυμι,16
σωζίσκω,1
ἀεηράω,1
παρακεντέομαι,1
καταρέομαι,1
ἐμβεβρον́θημαι,2
θυμώομαι,2
κατέσπαραγμαι,1
προαλείφω,1
λιποιάνω,1
καταματτεύομαι,2
συγκατακλιίνομαι,1
ἀποσβέννυμαι,2
μηρύζω,1
ἀπτυγχάνω,10
προεξοπλέω,1
ὁμορροθέω,8
ἀποτράγω,1
προὔπειμι,1
…,27
κάμπτω,587
ἀτάλλοιδα,1
συγκαθέννυμι,1
καθογιωράσκω,6
ἁγίζω,7
ἐμπαρίημι,1
πεπληγόσι,2
ἐπιβαίλω,1
λαμπρειμονέω,1
παραθέω,55
ὑποκηρύσσομαι,2
ἐκλέγω,514
ἀμπαλώννυμι,1
λωβέω,3
κοριάνομαι,2
ἀπεργάομαι,2
ὕλη,1
ἐͅδόομαι,2
ὑπερφορέω,1
ἀπολελύννυμι,2
ἐμβαφ́νω,1
λαζύννυμι,2
ἀποσ́λβυμι,1
ποθωμολογέω,1
ψύγω,56
προσσυνῳκίζω,1
τίσκω,3
ἐναψύχω,1
ἑορκῄσκα,1
προσμῶμαι,1
χωλόω,1
συνορμέω,1
τιθηνέω,12
ἀναώγω,1
ἐπιτάκνυμι,1
ὀρθοδρομέω,1
μεμίγσυμι,2
σπείρομῃ,1
διακόπω,5
ἐφαφάω,1
ἐνράσσω,3
ἐπιτρέπτω,1
ἀνιβλέπω,1
παραμπυκίζω,1
ἀντιπροσαμάομαι,1
ἐπινεμέω,3
πιστώομαι,1
περισπέρχω,2
προμεμαθ́ηκα,1
πιτετραίνω,2
παρηκρούω,1
ὑπερεχθαίρω,1
ἀναζεύγω,11
ἀπωλώλεμτε,2
ἀλλοδοξέω,2
ὠναίνω,1
συμπομπεύω,6
εἰσῆχα,1
σέσηρα,9
σφέγω,2
γλωσσοτομέω,1
λυμεωνεύομαι,1
ἀποθαρρύνω,1
μίγνυομαι,1
κατάγνυμαι,1
ἐπικλείω,32
σωμασκέω,11
ἀπελθέμεσκω,1
καταβοβρέζω,1
ἀφέω,27
ὑπηχέω,16
ἀνομιμνῄσκω,15
δεδούλλυμι,1
ἐμφαίνω,556
κεκαλύφθαμαι,1
ἀγσέω,1
αἰθέομαι,2
ἐφορμάω,63
ἀναπεπληίρωω,1
μαρτυρέω,1488
εἰκός,3
τελειόω,238
ἐπιλέχομαι,3
λέιπω,1
ἀνϊζεύγνυμι,1
πράομαι,2
ὑποιμώζω,1
ἐνθυμόω,5
ἐρείβω,1
τιἰάσκω,2
διεκθορέω,1
παρατολμάω,1
ἐνισχύω,15
μηκυναρίσκω,2
κω-λύω,2
κατεπάδω,1
ἀμφιεννύν,1
τιόω,1
συνευτυχέω,3
οἰστρέω,11
διατρέπτω,2
αἰδένδω,1
συναποφθίω,1
θλῖπτω,2
περιαλαμβάνω,3
στρατοπεδεύω,518
ἀνθυποφέρω,10
ἐξηράζομαι,1
συνχέομαι,3
ἐκτακοδιντώσκω,1
δεδ́ειυμι,3
καταδάμναμαι,1
ὁπλοποιέω,1
ἐκπιέζομαι,2
ἀντιξύω,2
πεπάω,12
ταλαντεύομαι,2
ἀντανακρεάγω,1
συνεκτέμνω,3
ἐκπίμπρημι,4
ἐκγεγάω,2
ξυμπλάσσω,1
ἀνακράζω,90
ἀπεξηραίνω,1
ὑπογιρδεδιψήσκω,1
ὑποσμύχω,1
διασπάω,393
εὐκνέαμαι,1
βιβαμ́ͅσκω,1
θλψῄσκω,1
ἔμφαγω,4
πρόσεμαι,2
σχηματογραφέω,5
ἐπεσκέπτω,2
ξυγκεκλύζω,1
προσκαθέζομαι,36
ποδαγράω,10
ἀνομοιόω,15
φημ́ς,1
περιστάομαι,3
διοισέω,11
ἐμπόρω,2
ἀριπ́ημι,1
ἐσπάρθαι,1
ὑποστοχάζομαι,1
ἀναβήχω,1
μεμυέω,2
ναιετάω,88
συνδιαρρέω,2
ἀφεψέω,39
δῶκομαι,8
ἐφιμείρω,1
διαχάζομαι,1
ἐξαιλήσσω,1
ἐξεπαίρω,1
ἀνοκεκράγω,1
κεκρίσγω,1
ἀφύῃμί,1
διανιψάομαι,1
ʼΥποκέω,1
κατεστρατοδεύκω,1
ταμιεύͅσκω,5
ἀνελκόω,3
ἐπαέξω,1
προσπωλέω,1
καταποντόω,24
ἀπλωκέω,1
πειργάζομαι,7
φυστημινω,1
ἀνασύρλομαι,2
μαχέω,16
ἀποκρίναθαι,1
ἀντεμπλοκέω,1
εὐχρέω,5
ναιετάακω,7
προσανοιμώζω,1
δυσουρόω,2
κηκίω,10
πλησιάσσω,1
παιδαγωγέω,62
μελάνω,21
εἰσανέρχομαι,2
βιβρίσθω,1
αἴδομαι,1
πεσσονομέω,1
ἱππιάζω,1
ξεναίνω,1
ξυναρπάζω,3
ἐλιγαττώσκω,1
δομάω,10
χειμερίζω,13
ἀνεβορβορύσσω,1
ὑπερφωνέω,5
ἐμπιδμέημι,1
προστιθοδιντώσκω,1
κεκακάω,2
δηλέομαι,101
προοβουλεύω,1
καρδιάω,1
τολμάω,2091
δύναντι,1
ταῦταμαι,1
περιβαίνω,52
φθειριάω,3
ἀναζυμόω,2
ἐκταλαντόομαι,1
ἀπιζωγραφέω,1
πλεύζομαι,1
σκηνοποιέω,11
ἐνευκέω,2
ἐγκιθαρίζω,2
μίκνυμι,37
ξουδενόω,1
κατατοξεύω,41
ἀναπετάννυμι,61
σκίρρομαι,1
κριν́ζω,3
ἀποσοφώνω,1
ἴομαι,2
ἐπισκεδάζω,1
ρίζω,1
παραφάζω,1
δμάω,2
ἐξεμέλημαι,1
μεθιστάω,24
συνδρομέω,1
ριεσφίσσω,1
αίνω,1
ἀγηγείρω,3
γυναικίζω,6
καταστέω,15
μιμνήυκω,9
κίκοινωνημι,1
ἐκτέομαι,2
θυοέρχομαι,2
ἐπετάζω,2
συνεσκίρτειμι,1
μεταδοξάζω,4
συναποτείνω,4
προσέσθω,1
προσπαρίστημι,1
γλάφω,1
κροταίνω,1
κεκοινέω,1
ἀναγεγρ́οαφα,1
ἀνάθημι,1
ἐιγκόνομαι,4
ὑπέστιγμαι,1
ἐκπιίδωμι,1
βασιλίζω,7
δακτυλοδεικτέω,2
κνησιᾷν,2
ἔξηλλαγμαι,1
ἐμψύζω,1
διαγγελ́θημι,2
ἀναμίγνυμι,49
κατακείδω,1
τεσ́κτω,1
κεκούφικα,1
χερσονησίζω,10
χέρω,1
ἐπαΐω,51
ἐμβαδίζω,1
ἐνθεωρέω,3
ἐπιφράζω,36
ἀπελλάζω,2
πιαίνω,75
μετανόημι,9
ἀπαναισχυντέω,6
σύντετριμμαι,6
δειπνʼίνω,1
ὑπογεγραμματέυκα,1
συννομίζω,1
γαγγραίνω,1
νμιάνω,1
καταξανάω,2
ἠτιμ́ωκα,1
ὑποθίμτω,1
ἐπιτρίβω,92
προανακινέω,2
ἐπικυλινδέω,3
θείλω,1
καίμω,1
ὑπερπαπληρόομωι,1
ἀτάω,1
ᾠκονομέω,1
προδιαβρέχομαι,1
ἐπιτήκω,3
προσετάζω,9
ὀπασ́ζω,1
ἀντεπαινέω,2
περικάμπτω,6
ἀπολαίω,3
εὑαγρέω,1
ἐπιέννυμι,12
δεδολέυκω,1
ειἷμια,1
ἐξαγορεύω,28
τιθασσεύω,6
κίκινη,1
προεγόρευμαι,1
ἐποκείλω,2
καρτεράω,1
προσράσσω,3
δηγ́ω,7
ἐπανατέμνω,2
ἀνοδείκνυμι,2
συνδιάγω,9
ἐγκαταγηράω,1
λιτούω,1
χρονισάω,1
ἐνίλλω,1
ἐπεξᾴδω,2
ἀναμνήδω,5
διασρύπτω,1
ὑπεστορέω,1
προσέρπω,17
καταφρυάσσω,1
ὑποψιάω,3
σχηκέω,3
τετοκυίειινω,1
ἀποκολουθέω,1
συμπεριφέρω,36
ὕφω,1
συγκατόπω,1
καταδαίζω,4
βλαψάω,2
χορτάζω,29
συνεστηκεάνι,1
ἐπιβάπτω,1
κβεβλήζω,2
πήχω,6
διατάκνυμαι,2
ἐκεχένω,4
ἐξενέχω,3
ἐκκοπίημι,1
ἐπιφοιτάω,83
σπουδιδάσκω,1
εἰσέσθω,1
καταίλεκμαι,1
ὑπερτελέω,1
βοτανολογέω,1
ἰσοφαρίζω,12
ἡλιάομαι,1
μινυίνω,1
πείνω,2
περιθραύω,9
παρορομαι,1
σιεύω,1
γαλακτοφαγέω,1
προελαύνω,13
κατάθημι,1
συναυνάω,1
ἐνιφυρέω,1
παρακατακλίνω,10
καθοδηγέω,3
ἐπιτύπτω,2
ξειρύω,1
θρέψω,18
ἀντιδικ́ω,1
διαπλάννυμι,8
περιέθω,2
ἀπόβω,1
χονδριάω,1
συστίημι,1
παραλήγω,17
πρεμνίζω,1
προσκαταλείπω,4
ποππύζω,5
ὑπερσιτέω,2
καταπίμπλημν,1
δαμασ́ζω,1
ἀνθιιλκύω,1
ἐκπ́επω,1
μεταδιῃτέω,1
ὀλισθάνω,101
́πω,2
ʼτατείγω,1
θόρνυμαι,1
ὑποκείρω,3
ἀδοξόω,1
συμβλήω,1
δοκιμάσω,1
περιύω,1
διαβαδίζω,10
ἐρητύω,42
ἀφηγγέλμαι,3
πίριπεφυ,1
γγεγραμ́ω,3
φιλομαθέω,34
παρεινσαλεύω,1
ἀμφεχορεύω,1
συνεκπλέη,1
ἀναδιπλόω,1
ἀουσίδω,16
συγκεκυβύημι,1
ἀνοηταίνω,3
θιστάω,1
συνομαλύνω,2
κατολισθάνω,18
προσεθίζω,9
ἐπισπέρχομαι,1
κατακρυψαίνω,1
κορύσσομαι,1
καταδημαγωγέω,2
λανθάνω,2483
ὑπαναγκάζω,1
ξηκούω,2
δεψέω,2
κατοκρύπτω,1
ἐπιδιεσκευάζω,1
συλλογιόω,1
διδάγω,18
διαντ́λιυμι,2
συνερράμνυμαι,1
εἰμέ,1
γεωτομέω,1
προπομπεύω,9
κέκμηα,1
ἀνιδρέω,1
ἱλάζομαι,1
εἰνέχω,5
ἐκφλογόω,7
ἔνισταμαι,1
μέμφεμαι,1
τονθολυγέω,1
μεταπεισθάω,5
ἐπιτελένδω,1
συμμετασχηματίζω,2
ἐπικλαύω,1
προϊδίδωμι,4
συνδίδωμι,17
συνυθλέω,1
παρίπτημι,1
ἐπιπονέω,11
παρασχηματίζω,4
ερέω,1
κολπέω,1
διακριβόω,33
ἔξεγρομαι,3
ἀπόμεμαγμαι,1
ὑπνοστέω,1
κατορθώω,2
ἀντίθημι,14
νημ́ω,2
συνεσπέω,2
σύμπαμθασνω,1
διαπλάττω,9
προσηταιρίζομαι,1
συμπτερόω,1
ἀναμασάομαι,1
ἀποκαταρρίπτω,1
παραπειστίθημι,2
διαπνεύω,9
ρραβδίζω,1
ὑπερδιατείνω,7
ἀνασχέθω%,6
ἑτερωνυμέω,1
ὀρυττέω,3
αὐθίημι,6
ἐκφθαράω,1
τριταγωνιστέω,6
σπαργανάω,1
ἐπιφυγάδευμαι,1
ἀναπεπλέυκα,2
διαλοιδορέω,8
κροτέω,98
διωρίζομαι,1
παρακεχωρέω,6
ἀντιπεριχωρέω,1
ἐπικαλύπτω,45
ἐξεφρέω,1
περιτροχάζω,1
ἀπελίσσω,1
ὀνίκνημι,2
ἐμβοάω,37
ψεύνδω,1
γανέομαι,1
περιπτώσσω,1
ἐμπαροινέω,8
ὑποτεέμω,1
συμπεριειλ́ηφα,1
καταπεφημίζω,2
ἀπολομύθω,1
ὑποφθάνω,12
συστρατεύομαι,2
ἀποσχεδιάω,1
ἀποφθάρω,1
ἀναβήγω,1
ὑπεξάγω,43
ἀρυθριάννυμς,2
καταμετρέω,41
ἀποξύω,24
συνεύδω,10
ἀλεξίημι,1
μεταζεύγνυμι,1
παρεγκλίνω,29
ἀποκληρόω,38
ονέω,1
διασίσκω,1
καταντλήω,2
ἰοίζω,3
κομείγνυμι,1
προσδιοφθείρω,4
καθαγιστήσκω,4
κεκλέγω,1
συμβλίστημι,1
ἀληλΐημς,1
ἀποφηναύνω,1
διωρίζω,142
λιλούͅσκομαι,3
ὑπεξανάγομαι,1
ἐπιταγ́ω,1
στρόω,3
ἐκσκευάζω,3
τέτλω,1
καυτηριάζω,2
θρηνῳδέω,1
διανίφω,1
φυρᾷν,3
κατατέθειμαι,1
προφαίνω,135
ἐτικταίνω,4
προεπιχειρέω,13
ἀποτρέπω,438
ἐξιππάζομαι,2
ὑπέντομαι,1
ἀκροθινιάζομαι,2
μετῳκίζω,4
ἀνανοσέω,1
καταθόω,1
πύθομαι,7
παρανευρίζω,1
παρατροχάζω,2
τεθήπω,1
καταντάλλω,1
ὑπερπέτω,1
δυνάμεθω,1
δεδιττέω,1
ἀνδρολογέομαι,1
ἐπιλάλβω,1
διασύρω,74
ἐκτέμνω,169
οἰρῆκα,13
ἀφωρμέω,1
θυροκοπέω,4
ἐξόζω,7
καταπρηθέω,1
ἀπάρχομαι,36
ἔκλαθομαι,3
συμίσγομαι,2
ἀνιγιῴσγω,2
ἐξομηρεύω,2
ἐγγρέφω,1
διυγράζω,1
δεδουλίσκω,1
κατανύγω,1
νίμνευμι,2
διαρρήγνυμι,78
ἐπμελέομαι,1
τμητίθημι,1
ὁστ͂ηα,3
διαείδομαι,1
ὑπεάσκω,1
ἀπετατμάω,2
δαίζω,33
ἐκδωριεύομαι,1
προσεπωφλισκάνω,1
τήγω,8
μεταπείζομαι,1
προεπαφίημι,1
καταδέσσω,1
θυσίω,1
κιχαρ́ͅσκω,1
προσεπιπάζω,1
ἔδεεν,1
ἐπικάθημαι,41
τετρίφω,1
ἰσοσυλλαβέω,1
ἐξερείπω,7
ἐξανεμόω,7
συγκατάομαι,1
βούλομιι,26
ἐκδόω,3
προσκαταφρονέω,2
ἐμπίμπτωμι,1
ξυμβέβλημαι,1
ἀειράω,1
βωλοστροφέω,1
ὀξύνω,72
υἱοποιέω,7
ἐπαγάζω,1
πάλμυ,1
πιθαργχάνω,1
ἁλίκκαντι,1
σαμβάνω,1
κπεπολεμόω,2
περισφάλλω,5
βαφίημι,1
δεσπουδάω,1
ποτίθημι,4
πωλεύω,8
μελεάζω,1
ἐξαμελετάω,1
ἱστορέω,1091
καταίστημι,31
καταφυγγάνω,2
ψύγνυμι,34
ἐξαπλόω,11
κτεθλιμ́ω,1
ὑποφεύγω,91
συγκαταπράσσω,3
τίσαμαι,1
ἀνβήσσω,1
ἀποπήγνυμι,5
χήνω,8
ἐγείρῃ,1
ἐπαυχέω,3
καταστερίζω,7
συμπεριένειμι,2
καθυπερακοντίζω,1
λειώω,18
ἀποδερματίζω,1
προσαγιγγέλκω,1
προενεργέω,1
ἀντιπαρήκω,7
ὀφείλλυμι,6
ἐξεσωθάω,1
∠Ζομαι,1
Ἁβροκνέομαι,2
ὑδαταίνω,5
διωμολογέω,2
ἐξοικέω,13
ἐμβρέμομαι,1
ἐπισγχάνω,3
ἐκπονέομαι,5
ἀπολογιλοίσπω,3
αὑράω,1
διήρθρλυμι,3
ἐπιλιπάω,3
ἡγέομαι,5837
ξυστέλλω,1
ἀκρωτηριάζομαι,1
ἀποπίμπτωμι,1
ἥδοιμαι,1
πεχωριάζω,4
κίχρηματιμι,1
προσοδοποιέω,1
διόλλυμι,129
ἀντικακέω,1
καθυπνόω,18
κατακρίω,1
ἀνεκβάλλω,1
πιιμούσθω,2
προετεθνακεάι,2
πλειστοδυναμέω,1
ἐκτρέχω,128
ἐπιπετάζω,2
νοτίζομαι,1
περιφείδομαι,3
πειφύω,1
ἔμεναι,5
συναναπαύομαι,2
καταρροίζω,1
συνάζω,1
ἀπεσκηνόω,1
τριβαίνω,1
συνοωράω,1
ἀντικρίνω,25
πιπώσκω,2
ὀμωμοκ́ρχομαα,1
καταψόω,3
ἐπιτραπέω,3
πωλέομαι,16
χωστίθημι,1
ἐξανάγω,18
ὑπέρ-χω,1
σπογγίζω,11
πτωσκάζω,1
περιβάλλω,995
ἐπισκήψημι,1
συναυφραίνω,1
μεθιέω,2
κεκοινωνήομαι,1
ἐπιστόω,4
λελιέω,1
ἐξηγασά-ω,1
ἀπώζομαι,2
ἀναπέτομαι,31
ποδήγω,5
ἑλκοποιέω,1
κατεψυκνέομαι,21
χειρίζω,142
συμπνέω,17
φύνζω,1
ἐπαίνημι,3
περάω,264
συνεκπεσέω,1
ἐδείκνυμι,1
φολιδόω,2
τιαδρέχω,1
παραπολαύω,8
προϊδέω,1
κοπιάω,43
προατοιμάζω,1
ξελέσκω,1
παραρτέομαι,8
διαφήκω,1
ἐμφ́ω,1
προείδομαι,6
ἀπενέσσω,1
τετρύω,2
ἐͅορέω,1
ἐκμουσῴζω,2
στίγω,1
περιβλάω,4
ἀκκίζομαι,2
δυσπειθέω,1
ἐκπικραίνω,6
ἀντιστράφω,2
ὑπήρχω,1
ἐπαναστήκω,2
ἀκριβίσκω,1
ἀποδοκιμάζω,126
προεβουλεύω,1
προκαλίζω,2
εἰσπίφυμι,1
ἐπαίνω,7
ὑπορρυάω,1
ξέω,37
συγκεῖμαι,1
τεγράφθαμαι,1
ἀναγιρρώσγω,1
ἐκσπάω,20
σπυνθάνομαι,1
παράκεκριμαι,1
κτείννυμι,1
ἔχησθω,1
μαχάω,17
πολλαπλασιάζωντι,1
περιδύω,18
ὑπερνεωλκέω,4
γελαίω,1
συνοσκευάζω,1
συνεπινοέω,31
στάομαι,14
ἀποσκοπέομαι,1
ὑπολέγω,42
ἐπιλογίζομαι,48
καταστασιάζομαι,1
ἠγκιστράω,1
μετενέγκω,1
μινσάνω,4
προανασείω,1
περιποιέομαι,2
ἐκπρεμνίζω,3
φρύγω,50
τριτόη,7
ἀίνω,4
ὀͅκέω,10
ξηνθίζω,1
θεραπεύω,2086
ριεζώσσω,2
δίνω,1
καταψεύζω,7
ἀναχαλᾷν,1
μονοπραγματέω,1
ψελλίζομαι,3
συντέταχθε,1
πέρω,4
ἀναγνέω,5
συρρήγνυμι,3
λείκω,1
ἐστεφανάω,7
συμπράω,1
ἀνκτάομαι,1
συνδεδΐημι,1
διγράφω,1
κατερρυέω,2
κατείλημμαι,3
ἀποπελεκάω,1
λιλήσθω,3
καταχορηγέομαι,2
καταμφιάζω,1
βεβαιώζω,1
σαλπιγξ́ω,1
σφήλλω,1
Βακχιόω,3
ὁρμεέω,1
ριεοράσσω,1
ὑποσυρέω,1
περιστήκω,2
ὑπαναδύνω,1
Ϛ,22
ἀπολεπτύνω,11
ὑπίρηρμι,5
μΐμαημι,1
πρόσφημι,248
ἐμπατέω,2
ὁμαρτάνω,1
μεγαλίζομαι,2
διαμερίζω,33
ἑστάω,4
καρώννυμι,1
παραθερμαίνω,2
προσανακοινόω,1
ἐξαναλόω,15
ἀποκείρομαι,1
συνδιαιτᾶμαι,1
διασκεδάω,8
ῥᾳδιουργέω,22
ἐχρή,1
ἀπομαλακίζω,1
ἴσχημι,6
ματάω,11
ἐπιμίγνυμαι,2
ἀποπέπηγα,1
ἀποκρούομαι,1
ἐπαναρθόω,1
προμάομαι,1
δίδορμι,1
τούγω,5
συνιστάμεναι,9
ἀπαλάομαι,1
προσέομαι,7
ὀρφανεύω,2
ὑπεμίμνηκω,3
προσεπιδέω,8
μιμέω,16
συειρήκω,1
χευαδιμένοιοκω,1
ἐφροντίζω,12
ἐπιλαθέομαι,3
ξυναλγέω,1
εἰσπείρω,1
διελαύνω,73
φέρω,10231
ἐκδεδιαιτέω,1
ὁπωσδηποτόω,1
ἐψεφίζω,1
προσάττω,4
δάινυμαι,1
ἰσδιχανόωσκω,1
ἀποκαταστείθω,1
ἀνόστημι,4
ἀποδεδημέω,1
πεμελάω,2
πεκτίζω,1
πρόσενηνεγμαι,1
ἀπορνεόομαι,1
περιπορεύω,5
ἀντεμηχανάομαι,2
ἐπιτετηδέω,4
καττρίβω,1
ἐπιδιακλύζομαι,1
παραδιεζεύγμαι,1
ὑποπτύσσομαι,1
ἀντενβιβάζω,1
ἐζετάζω,1
ΖΝ,1
τιθ́ημι,1
ἐμμεμαώς,15
ἀπηθέω,19
παραγράπτω,38
πλαγιέσκω,1
συμσείθω,1
ἀντικομπάσσω,1
συνεπαμύνω,2
ἀλλογνοέω,1
συγκατακτέομαι,1
ἀναφιπολεύω,1
ἀποδειπνέω,1
διαπυίσκομαι,1
παρώκω,1
ἐκλιπάω,12
βιίσκομαι,1
ἐπικαδίχωμι,1
ὑπενηνεκνέομαι,1
προκυνάω,1
ἐξοσιόω,4
παραλειφθείω,1
ἑδράζω,10
προφύω,1
μημαι,1
πολυπύλω,1
κατεκλόω,1
τεθνέω,3
ἁρπάγω,2
ἀναφεψάω,1
θεραπεύͅζω,1
εἴσσω,1
διατέστομαι,1
τεθώνω,5
ὀργᾷν,7
σεπράσσω,3
περιβόσκω,1
ὁποσοιστισινέω,1
τυχήζω,1
ἀνορμάω,2
ἀντιόωντω,1
ἑξηκονταδύω,1
πέριπλομῃ,1
γεγνέω,13
ἐπαφίημι,47
προσαπορέω,4
κεκαφηώς,2
τινέσκω,1
ἀναύω,1
ὑπερπωτάομαι,1
περιοδεύω,57
συναξιόω,2
διαλέγχω,5
προοιμιάζω,5
παραξελέγω,1
ὠχριάζω,1
ὁποιοισόω,2
βεβουλεύω,25
εἰσαγέομαι,3
Ἄρχομαι,1
ὑπερκομίζω,1
διαληλάκω,1
ἀναλλάσσω,1
ψαίρω,4
ἀνγιγνώσκω,2
ἔρεσσω,1
προυχίσκω,2
ἐπιλιχμέω,1
μετιφέρω,1
ἐπαντηχέω,1
αὐξόω,1
περιλιχμέω,3
ῥυπαίνω,16
πεμνέω,1
ἀφιππάζω,1
ἀπομυλλαίνω,1
συνωδεύω,1
λοογισσάσκω,1
προσπίπτω,1354
ἀφρίστημι,10
βδελύσσω,16
ξυμκαλέω,1
ἐξεπράυνην,1
θηλάζω,68
ᾁμωδιάω,1
προτέρω,1
αἴιζω,1
ἀπσαλεύω,1
προαυξόω,1
σθνυμι,1
συμπεφορέω,4
καταφανέω,3
μεταφρίζω,1
ὀρχεῦνμι,1
τόͅσκω,1
ἐσχέω,2
κατάνομαι,3
συνδράω,9
καταμαθάω,2
ἐποφλέγω,1
κτεατίζω,9
κατώλιθω,5
καταδηδέζομαι,1
αἰγυπτιάζʼμαι,1
ἀποκαυλίζω,10
θρηνέω,170
ἀνήρη,1
ἀφίχω,2
δίκομαι,1
ἀθροίνυυμι,5
ἐπικαταρρήγνυμαι,1
ἀντιτάσσω,438
μακκοάω,3
ὄνιμι,1
κεχαρακτήρικα,1
ἀναπλώω,2
τέγγομαι,1
περιχέω,145
καταφράσσω,4
διιλύω,1
τροπίζω,1
ξυνεμεταωρίζω,1
κλῄζω,40
γιγρᾴφκω,15
ὑποκνίζω,2
ἐξαλείψω,1
συμπίμπωμι,1
λυπητίθημι,1
ἔσκευασμαι,5
ἐξολοθρεύομαι,1
κρεμέω,1
προσεναπίπτω,1
γιγεύͅσκω,1
ὑπερσχέθω%,2
ἐγκατέμμικμαι,2
ὕελόω,1
ὑπαπαντάω,2
σβέθω,2
ἀπήνωθδρω,1
προσμισθόω,8
ἀπαχθάω,1
ἔργαμαι,1
ἐπισφάλλω,3
ἀνταπεδίδωμι,1
στρατόωμαι,1
ἠλλοιόω,2
ὑφέλλυμι,3
ἠναγκάδομαι,20
προσσχάω,6
κατακεκλάζομαι,2
διάσσω,9
ριδρυίνω,1
διαπεφυσέω,1
περισόω,6
ΜΝω,1
συνέπομαι,126
ἴξημαρτημι,1
γυμνάομαι,59
ξυσπουδάζω,3
ἀφαμιωτάω,1
ἐπιφεάγω,3
προιμαντεύω,1
ἀποτίμτω,6
προστίθει,5
προσστερνίζω,1
ἐπιζυγέω,1
πορίζομαι,1
ἄμι,1
μετοστέλλω,1
ἐπικεράζω,4
ἐδουλόω,2
προκατασκευάζω,35
παίνω,3
κατείχω,1
συνοστρατεύω,2
καλλάω,1
ἐπικαύω,3
ἀναλανθάνω,3
ἀφίσβεμι,2
ἀναμεμιχέω,1
ἐπιρραίνω,14
μνημονεύω,1874
προσνηκνέομαι,1
τριβέω,1
ἐννέω,1
ἐνδιατάσσω,1
συναποδύω,2
Θεόω,1
μαχάομαι,2
κατασκυθρωπάζω,1
ἀναπίμπλημι,95
δικπολέμνω,1
εὐτροφέω,10
περισταυρόω,6
εὐπαθέω,9
ὑπερευδαιμονέω,1
σκῦλον,1
ἀντικρούω,20
ἐκπεπονέω,1
γραφόω,1
διαπόλλυμι,1
πεφιλοσοφέω,2
ὡδεύω,15
ἀναρράομαι,1
ἐφέζω,1
κατουρίζω,1
πόλυ,127
ἀνταποτειχίζω,1
ἀπολεσθέομαι,1
καλέομον,1
ἰσχυρόω,2
πλημμεύρω,1
ἐπικάσχω,1
περιδραγμάνω,1
μετασκαίρω,1
κατακλιίνομαι,1
κιχησίημι,1
συνωνυμέω,3
συνθάλπω,5
καταρροφάω,1
πρωτοπαθέω,26
ἐπικατατέμνω,1
μύδω,2
καταληβάνω,3
ἐκβρέχω,1
ἐπεκαλύπτω,2
ἀνεκτάομαι,1
ἀπαμφοτερίζω,1
νενήζω,1
ἵλημι,11
ψηφίω,24
καλαμίζω,1
καθαγιωράσκω,1
