lemma,count
νομοθετάομαι,1
καταθοινέω,1
ἀπαλγέω,11
φαίνεθω,1
αἴθω,92
ὑποτ́ετημι,2
ῥιζοβολέω,1
παραγέγονα,1
περιενεχθέω,1
ἀναμινυρίζω,1
θυνέω,4
καθίσαστημι,1
ἔσκαμμαι,4
ἐξω,4
κατεσκευάομαι,1
ποτιβάλλω,1
χάνω,4
μιμνάσκω,1
ἀνιερόω,11
νεμηθήομαι,1
ξυλοφορέω,3
ἀποδείχομαι,6
ξενοφονέω,1
ἐκπηδʼ́ω,2
διαθειόω,1
στεφανηφορέω,21
ἐπιψηφίζομαι,12
ἐφίσταμαι,4
εὐοχέω,1
κατηράζω,3
σάπτω,20
παρισημαίνω,2
ἀντιδέχομαι,2
προστησάω,1
διορθόω,183
συναστρατεύω,4
τρων́ω,2
καθωρύω,1
χειρωθέω,1
ἴσωφρονημʼ,1
πίφγνομαι,1
καταβλώσκω,3
ἀπέρδω,3
ἐνδιαιτάομαι,12
κεκάρθω,1
κατηκολουθέω,1
ὑποδρώω,1
ἀπομαραίνω,17
ἀγμενάω,5
ῥοιζέομαι,1
ἀπορρίζω,1
συγχύω,13
διαδόͅζω,1
ἀναστομούμεναι,1
ὀχληκέω,1
πρασιόω,13
ὀνομηίνω,2
ἐκτυπόω,16
ἔλμυμι,4
χρονίζω,442
ξυνήκω,4
ἐξευρίσκομαι,6
μηνύω,564
καθ́ντιτημι,1
προσφέρη,1
προστίτημι,6
κυρ́ζω,1
συννεδείκνυμι,1
προσπεσάνω,1
καθεψέω,29
ββούλγεομυι,2
πεοίνω,1
ἐξαπατάω,798
συμπεφ́ουγα,1
καέω,5
χασκάζω,1
σίσωμι,2
καθαιρήκω,2
κρημνοβατέω,2
ἀποκεκ́λειμαι,1
νοσηλεύω,17
ἀποδιδέρχομαο,1
προκρίω,2
ἐμούγω,1
καταλευσαντάω,1
λίλπτολογομαι,1
ὀρίνω,80
δραματουργέω,2
λιάζω,9
ἐνθέω,8
προσεπιδιαιρέω,1
ἴοιμι,10
καταντλουν́ω,4
περικυλίνδομαι,1
διαγεύω,2
ἀναβλύζω,15
συνεξαπίπτω,1
νειλίζω,2
πσ́ασκω,1
ἀνακλᾷν,6
ἐμφυλάσσω,2
ἐξελευθερόω,1
διηγέομοι,1
κεχαρίζω,1
συνιιλίζω,1
ἐκχίω,1
σωτίθημι,6
προέδω,5
ἐξάλομαι,1
ἐροτέω,9
πελιαίνω,6
συνειδή,1
διίσκω,1
περιπλάσσω,65
συνοδιώκω,6
καταστενάζω,1
ἑβραΐζω,1
ἐξηρεθίζω,1
τεκνέω,1
ἀμαυρέω,2
κλελέγνυμι,1
μιμνήσκω,2
ἀνακείω,1
ᾬμην,1
στέπω,6
ἐναπεζέζομαι,1
διοπεύω,1
προπέμπω,348
συγκατακρημνίζω,1
πυρακτέω,1
σύνοεδα,1
ψέσκω,1
συγκαταλείκνυμι,1
ὀχάομαι,26
παρανέχομαι,1
προαλίσκομαι,2
πεπιέζω,2
ὡρίζω,13
χρεωλυτέω,1
ἀπερευγέω,1
οὐτάω,58
ἐνταθέω,1
ἐπελειψ́ω,1
ἐκτιτρώκω,2
τήκνυμι,9
ἐκκαρπόομαι,2
ὑποχρίζω,1
ἕρπιν,1
ἀντιπεριβάλλω,2
ππέρλω,9
προσομόρχω,1
παραγρυπνέω,1
εἰσπαραμένω,3
ἐγχρῄζω,1
προσεγάγω,1
ὑπερεγαπάω,4
βρύκω,21
ὑπαρηκοντίζω,1
εἰσκυκλόω,1
ἵγνυμι,1
ἀονάω,1
ἀπομύγω,1
στερείκνυμι,3
ἀντιπάρειμι,1
ὑποπλήσσω,1
ἀμφαιρέω,1
ἐπείσθημεν,3
λιιμί,1
ἀριστοκρατέομαι,9
βαφάω,1
συγκυλίω,3
συνεξῇρθαι,1
ὑπερανοράω,1
περιδιαρθρόω,1
περιιόω,1
ἐξερεύθω,1
τίτη,2
σκευάζω,829
ἐπιδεξαίζομαι,2
ὀγχέω,2
κεχ́ω,3
κτελέω,1
ἀντιπαραπορεύομαι,1
προσπεφοιτάω,1
καθεψιάομαι,1
κατανομοθετέω,1
ἐγκαθίημι,7
εἰσπέμπω,82
ἀποταγηνίζω,2
προπεπείρομαι,1
μεμ́πτω,8
διακοσκινεύω,1
ὑπαποψήχω,1
ἐνελαύνω,2
ὑπομυκάομαι,1
ἄντομαι,64
πιπράσσω,1
διονομάζω,28
ἐξαπειρόω,1
γεγυμνάζω,90
πληράω,4
συνδιαστέλλω,3
ὠνησείω,1
χαλβάνομαι,4
συνασχολέω,2
μελανίζω,5
φυλλόω,3
λειούμεναι,1
Εἰρέω,1
παραπμφθάω,1
ἐξεῖλκω,1
προσαπατάω,1
ἀναπνεύω,22
συγκυκάω,5
ἀποβλέφω,8
μεθίστημι,886
συνεπιστέλλω,2
κοιμηθαίνω,1
φιλοτιμέω,1
τεκιμαίρω,2
πλημμεάλλω,1
προϊσχνόω,1
θαρρόω,39
διυπνίζω,5
ἐντέλκω,1
ὀλλύω,1
ἀποστέλω,4
διογκέω,2
τεθεόω,1
συνετεθνήκω,1
τραπέχω,1
χάσικω,1
ἀναβλάω,5
εἰσείρω,1
ξύγκειμαι,26
προσοικέω,66
διασμήχω,1
γραφαίνω,5
προτίθει,1
λαξέννυμι,1
ἐπαναλέγω,6
ἐφιέμεθειμι,2
παραπταίνω,1
φορινόω,1
ἐστοχάζομαι,1
προσέννυμι,3
καταλέξω,1
ζώομαι,1
νήχω,73
κατᾳσχύνω,1
ὑψαυχενέω,4
ἐξαναστρέφω,1
ξόω,1
προεξτίθημι,1
λομαίνω,1
μετάβημι,2
σφαιρΐζομαι,1
παραδαρ́σχω,1
μηνέω,1
συμπραΰνομαι,1
ἐκκαθήρω,3
τιφράσκω,3
ἐγχρίμπτω,40
ὄνιναμαι,1
δημοκοπέω,5
μίσγω,22
ἀγρώσσω,14
ἐκθορυβέομαι,1
ἐξιστορέω,9
πολέω,29
προσαυλέω,10
ἐντεθροπάω,1
ἐνωθέω,3
συσπειράω,5
ἀνεπεισθάω,1
ββαιώνω,1
συνθερμαίνομαι,3
τίεθω,1
συμπλέκω,376
διαπλάω,9
παρεωρέω,1
ζώννυμι,55
ἐξάπτω,300
προεκτρέχω,2
Σκορδοπράζω,1
ἐπισυκοφαντέω,1
συγκολυμβάνω,1
ὑπερθερμαίνω,26
ἀποπτέω,1
προαπεδείγνυμι,1
ἀναδιδράσκω,1
περιπεπλαίνω,1
καταψηφίνω,1
προσεπιπονέω,1
ὑπερμάχομαι,5
πέκολω,1
συνεκπράσσομαι,1
ἀπροοείρω,1
προεκκρούω,1
ἐπεξοιωνίζομαι,1
καταλελίγιμμαι,2
ἑͅμωδιάω,1
ὁπλισ́ζω,1
ἀναπλέω,195
συνεξεμέω,1
ΜΝ,9
συνδάινυμι,1
προτιθέμεναι,1
κατατίθαμι,1
ἀμέρδω,16
ὑποφθίημι,1
συναγελάζω,8
καταψυγ́ω,3
ἐνδείχομαι,13
ἐποκάμπω,1
ἐσχαρόω,6
ἀπολελοιπ́υμι,2
ἐλλείχω,2
ἀντιπολιτεύω,12
παραφράσσω,5
ἐπιλαβάομαι,1
ἀνασπάζομαι,2
ἐντίθει,2
τυραννοκτονέω,6
σκοτοδινιάω,12
ξυτετάω,1
κατηρίπτω,1
συριγγόω,8
παρερρ́οωγε,1
ἐπινόαμαι,5
περισμήκω,1
ἐκκλαφίημι,1
ἐγγράψω,2
ἀφΐιλκυμι,1
ἐξεναγαίνω,1
διώσκω,8
προφυλαισμί,1
ἀπεισχάω,2
ἐντετιμέω,2
τιτραχύͅσκω,1
ἐξαναφέρω,3
ἀρτίζω,2
καρπάω,1
κατατετμαίνω,1
καταφύγω,3
ναυλόχω,1
κακώνω,2
μεσοτομέω,2
προεκχωρέω,3
ἑδέω,1
συντεχνάζω,2
ἐπιτιθ́ημι,1
καταπιμπρᾶμαι,1
καταπεσίσκω,1
ἐξαπολέγω,1
ἐννέχω,4
ἀνευάζω,2
προδιίστημι,1
μανιάω,7
προΐσχω,13
αἱρήκω,7
προανέχω,8
τέκω,30
φοινικοβατέω,1
ἀνατύπτω,1
ἀποστεγάζω,3
φαναρίσκω,1
ἀνενεγκέω,1
διαπλέγω,1
συνασεβέω,3
ξυμπολιτεύω,3
ἀνάτλτω,2
τοξοποιέω,2
συνάρω,1
συνδοξολογέομαι,1
ἐντετυχέω,21
λυκόω,3
ἐπικοινόομαι,1
σωθαίνω,1
ἀποκείμεναι,1
ἀντιβάλλω,10
ἐντέμω,2
συμπίμφυμι,2
ἀποθερίζω,2
κατογνωίνω,5
ὐδ́ω,1
ἐρρετάω,1
κυνηγετέω,42
κατασάπω,1
προαλίσκω,1
λυττέω,8
ἐσενεγκέω,4
ἱαρόω,1
ἐπαγλαίζω,1
τριετίζω,2
συγκεράννυμι,55
προσιλκύω,1
προκερίννυμι,1
ἀπηγόροκα,3
ἐπιπεδάω,9
κφίρω,1
λεπτυνέω,1
ἀμβλόω,8
προισχνέομαι,1
ἐκλωβάομαι,1
χρονόω,3
καταδουλέω,8
λογόω,4
ἐξαιργάζω,1
διηγγέλκω,1
ἀναπράσσω,17
ἐμιμέομαι,1
προσμίσγομαι,1
ἀποπέσημι,1
βασκαίνω,61
ῥοφίημι,1
ἐκπλεθρίζω,3
δέοδιι,2
ἐπισυμπίτνω,2
ἐξίστημι,532
ἀνέῳγμαι,2
προσεποιέω,2
συμεξετάζω,1
βράζω,1
ἐπεξεργάομαι,1
παραθρέπω,1
ὑπαβάλλω,1
βράχω,2
προσεπιψεύδω,1
Μανδραγορίζω,2
μεθιππεύω,1
ἐπαινέω,2699
φόδερε,1
περιπείρω,17
ἀπηξιόω,17
ποιμανέω,1
γεφυρόω,53
προσανατρέφω,1
ἐπαριθμέω,3
μεθέζομαι,2
γιζηλώσκω,1
ἐπιχρεμέθω,1
ἐξαγγέλλω,259
ἅρμοσμαι,2
κεατεσμικρύνω,1
τραχύναμαι,1
συνναυστολέω,1
ἀνταρκέω,27
ἰαμβίζω,3
ἐσαθρέω,7
διφορέω,4
ἐρρίζω,2
ἡσαρίσκω,1
ὑποπέπκυμι,1
ἐξαλαόω,5
λελγ́ημι,2
παραφθόρω,1
Σελήνημι,1
φωνέω,366
ἀναπεφίυρω,3
ἐφάπτομαι,1
ὑπεροφ́νω,1
λελ́ηθα,7
ἐπαναγορεύω,1
πρόστιθεομαι,1
ναπομεμάζω,1
ἁπείρω,1
ἐμπιπμύημι,1
ἐξύω,1
γωνίσαμαι,5
προδείδω,1
εἰείρω,1
ἐνουρόω,3
διαπεριάνω,4
ποσαίνω,1
ἐπτνιόαμαι,2
διαπεπορθέω,2
ἐκδεδαπένω,1
προτραπάω,1
παρορμάω,133
τυχάο,4
γίγγλυκασμαι,1
ἐπιβεβλέω,7
προήγησημι,1
ἐκπέμπω,1281
ἀνθιππεύω,1
ὀλιγοσθενέω,1
μῶμαι,3
συμπίστω,1
ἀντιπαρεξάγω,12
ξενικάω,16
ἀπαλλακνέομαι,1
προσφοιτῶμʼ2,1
ἀναβήσσω,43
μΐμαημε,1
ἀρ́γω,39
ἀπεθεσπίζω,2
προδεδηλάω,3
ἐπικάμπτω,23
ἔλδομαι,40
συντρίπτω,16
στεφανούω,1
μήνω,1
προανακοινόω,1
καταθορυβέω,1
λαβεν́ω,3
διαμοτέω,1
ἀφικάνω,21
σκίρορω,1
ἀφοπλίω,1
ἐπιρρητορεύω,3
ῥησιμετρέω,2
ἐπιγλίχομαι,1
παρακλάομαι,22
ἐπόπτω,1
μπλείω,1
πλωΐζω,3
τεμναίνω,2
ἀνταπόλλυμι,6
σφάσσω,51
διεστίαμω,1
περιβίβλημι,1
τρέφω,2910
ὑπεροίζω,2
εἰωθείζω,8
πιπράσχω,7
ἀντισφέγω,1
ἐναπομένω,1
προσεπεξευρίσκω,1
συσταλείσειινω,1
φευρέω,5
χαλαίνω,1
ἁμιλλέομαι,2
ἁμαρατέω,1
ὑπερκαθαίρομαι,2
συναναδίδωμι,1
ἀποκινδυνεύω,24
καταδέγω,1
ἐσπείρημαι,1
προΐειμι,15
ἐνευωχέω,1
χιονίζω,5
νενικάω,21
ἐπιψύκνυμι,1
ἀπαμβλύνω,20
ἀγράνομαι,2
ἀνακεχωρηκόσι,2
συνωκειόομαι,1
περιτετμέω,1
πολυκαρπέω,1
κυριεύω,292
εἰθ́οικα,1
προσαποβάλλω,6
διανοέω,762
ὑπερπηδάω,22
δαπένω,1
διαμέλλω,42
περιστένω,2
κήλω,1
διατετρέω,4
ἐμπελάω,1
μιχ́νω,1
κωλύνω,2
ἀποτεθίημι,2
ἀποστομέω,1
καταισχύω,1
πένω,2
διαπλάζω,43
ἀναφικνέομαι,1
νομοφυλακέω,1
ἐξαφαιρέω,3
ἀγορέυω,1
φιληδονέω,1
ἀποδίδομαι,5
χαδέω,1
καρδιηλγέω,1
ἀπεσταυρόω,2
ἐννοέω,675
κεκαλυφθάω,1
ἐπιδεκτιάω,1
ὑπεείπω,1
πίσω,5
ἐπιμηχανόω,1
εὐχτόωμαι,1
ἐξαμαρτόω,1
ἐγνώζω,2
ἐπιορκέω,139
σκευασθέισῃ,1
μεμιμαίνω,5
συμγράφω,1
εὐχετάαμαι,1
διδάζω,11
προσανακράω,1
ὑπαπᾴδω,1
Γ͂θιειμι,1
ὑπερθρησκεύω,2
μεταβαίνω,592
καταιρωνεύομαι,2
ξῳκοδομέω,2
ἐπιύκνυμι,6
ἀτονέω,26
διήρωθθρω,2
ἐκθάσκω,1
ἀποκροτέω,3
προπεπόνθο,1
ἀλάαμαι,1
ἀνανέω,4
θυηπολέω,8
προσανέχω,30
παρεπιδείκνυμι,4
τολμήζω,1
νωπέομαι,1
ἴμπεφυμι,1
μεμιλιάω,1
προσδιατριπτέω,1
ἀποχωράζω,1
γυψόω,4
ἀρ́λπω,1
ἐπεισρρέω,1
δινέομαι,1
ξυμπίνω,5
οἰχέομαι,4
προσάπτω,292
ἀμφιθλάω,1
πράω,23
παραδύομαι,17
ἀπέργω,1
ὑπισχάνω,1
προαποβρέχω,1
διακάομαι,1
ἐριζίημι,1
προσθάλπω,1
Ἀπολείπω,1
παραστάω,35
αἰτιατίθημι,2
ᾅρημαι,1
ἐμβάπτω,43
προσκατοικίζω,1
θητευίημι,1
ἐπισφάζω,21
καρκινώω,1
Ἀνατίθεμαι,1
ξωχυρόω,1
συνουσιάζω,16
ἰλαρχέω,2
κατάζω,10
ἠλαττωθέρχομαη,1
ἐπανακλαγγάνω,2
προσαθέω,1
κατῄζω,1
στερ́γω,1
ὑποθερμαίνω,16
μολυβδοχοέω,1
βιβλαμ́ͅσκω,20
δεόω,6
συνεξοπλέω,1
βωμολοχεύομαι,5
διερείδω,4
καυέω,1
ἐπορθροβοάζω,1
διαπέταμαι,17
δινάζω,5
φοινίγνυμι,2
ἤρω,2
ἀντεπολεμέω,1
ωἰμί,4
ἐγζέννυμι,1
ἀπουλέω,1
συγκαταναυμαχέω,2
σκληρύφω,2
ἐγκαταλήπομαι,1
προυλέγω,4
περιπέλομαι,10
μεθύω,355
συμιθίζω,1
προετάζω,1
Θεοφίημι,1
ἀναλιχμάω,1
παρακεντέω,9
ὑπερασπάζομαι,5
ἔσσυμαι,3
δειδ́ωκα,1
περιγείνω,1
ὑβρίω,1
καθιεράω,6
ὁποτερωνόω,1
διαβιβρώσκω,74
ἀντεπιλαμβάνω,1
Τριδάεσκω,1
τοιγ́ω,1
μειδέω,2
ἀντεμηχανέομαι,1
δυάω,19
βεβλάω,5
μαζοφαγέω,3
παρωμαρτέω,2
διολαμβάνω,1
ἐνδεδ́ημι,1
ᾁρέω,16
ἀποβρύκω,1
ἐπιλάμπτω,3
κατοχέω,2
σφαλειμί,1
προκαταπλάσσω,2
προσοκέιλω,1
πείρω,89
προσεπεκηρύσσω,1
ὁλάω,6
προεξεργάζομαι,3
πιφυτεύικω,4
ὑπεροχέω,2
περιτροχάω,2
μυί,3
ὑπεξαλύζω,1
διερέω,1
μάσσω,44
ἀντιτείνω,93
συγγένω,3
ἀποσπείθω,2
κατέχω,2904
διχαίω,4
διαγωνίζω,3
ὑπισημαίνω,2
συνίγνω,2
δεδαπάνημαι,2
ἐγγείνωνται,1
ἐκβεβαιόω,7
οὐρανόω,1
προϊδάομαι,3
συμπορίζω,10
λειώομαι,1
παρεστήγω,1
διαγγνάνω,1
διηφέρω,1
ἀπολέω,30
καταπλάω,3
μεταβαλέομαι,1
συνακαίω,1
ἐμπεφύω,1
ὀρθοστατέω,2
συμπεστρέφω,1
συνδοκέω,146
εἰσορμάω,2
ἴδημι,3
δεκαγώνυυμι,2
βιώσωμι,1
ὀστρακέω,1
ὁδισκάνω,1
κατεπιτηδεύω,1
συγκληρόω,6
ἐκκρούζω,1
ἀμφιπερισκαίρω,1
συντεθνάκνω,1
ἐξενίζω,3
αὐκέω,1
ἀμφβάλλω,4
Πειραίνω,1
κατηλογέω,5
ἐξιφέρω,4
σταθμεύω,19
κεκήδευμαι,1
διερευνέω,2
ἐξηυρέω,2
προβεβαπτίζω,1
ξυνδάω,1
ἔμειμι,2
προεσταυρόομαι,1
ὑπερελγέω,1
προσρέπω,157
κατανοτέω,1
παρακελεύζω,1
ἀπείγνυψυ,1
τυμβεύω,7
φυγανθρωπεύω,1
ὑπεραναιδεύομαι,1
παρέρχομαι,2345
παρατ́αχω,1
ἐπηλυγίζω,4
ὑπομειδιάω,13
ἱδρύσαμαι,4
διηρθράαμαι,1
πισσόω,12
ἐκπιπλήρω,3
κεχωρηκυίοͅ,1
προνοσέω,1
πλήλγω,4
ρραστωνέω,1
ἐπισκιάζομαι,2
ἀπελελογέω,1
ἐσσέω,1
ἐπιπλανάομαι,1
κατασπάω,243
εὕρημαι,14
διλέγω,2
διαχθέω,7
προϋποτοπέω,2
δειελιάω,1
καταλιθόω,13
ἐμπρήσνυμι,1
ῥίψω,1
ἀνοείγνυμι,1
ἀντιπολιορκέω,2
κροκύφω,1
παραδίχω,1
γελανόω,1
ἀναπαόω,1
ἐναποσημαίνω,1
θυμωθείσειινω,1
ὀροφόω,3
ἀφᾴδω,2
ἀτιτάλλω,23
προαποξύω,1
ἀπηγορέω,6
συστένω,1
πιθανέω,3
ὑποτεάγνυμι,1
χειροβλιμάω,1
μακρολογέω,57
κατορορύχω,1
ξυγκεῖμαι,1
ἀναώσσω,1
προίζω,1
ἐπίρσιμι,1
εὔημι,1
χρειόω,2
ξαίρομαι,1
ʼλυπέω,1
πίμπροεμπλημι,1
ἐνόρνυμι,7
ἀποδιξανέιμαι,1
συμμαχέω,399
συντετυχέω,5
φήπτω,5
ὑπάργνυμι,1
ἀρτάνω,2
λελοχεύω,1
κατακεομ́ννυμι,1
ὑπορεσπουδάω,1
ἀναρράσσω,7
πόροω,1
περικλαίω,3
προσεμίγνυμι,1
ξυντίημι,1
ἐκλυσσάω,1
ʼτερόω,1
συμχωρέω,23
κεχειρέω,1
εἰς,4
ἀμφισφάλλω,2
κνάομαι,6
ἐπιχορηγέω,24
ἐξακολαπ́ω,1
ἀποπνίζω,10
πληρέω,4
συντερέω,1
ἀποπλύω,1
προὐκαλέω,3
καταμείνω,1
ὑποπηδάω,1
εἰσενήχομαι,1
τίφσκω,9
προσμεμάχθαι,1
φλέμαιγνω,6
κατατιρρύημι,2
τήχω,4
διεμένω,1
ἐπισυρόα,1
ἀποσκοπάω,1
πίμφημι,8
ἰχωρροέω,4
παρηκολουθέω,3
πέτημι,1
κήδω,215
ἐξαρπάσσω,1
ἀναταράσσω,30
ἀπογράπω,2
συνεμφύω,3
πολυπραγμονάω,1
ἀναπαύζω,2
σχηματίζω,219
μωκάομαι,1
ἕπʼμαι,1
προίδομαι,2
ἐξαμβλόω,11
ἀποιρόω,4
ὑπιφαίνω,1
ἐκδραίνω,4
ἐπικαταφέρω,1
ἐπεχαρίττα,1
προσέχω,1639
ἀνοικοδομέω,62
ἐγχρίζω,15
κωπηλατέω,5
συνωδοιποράω,1
ἀποίχομαι,35
προσδεέω,1
χρώζομαι,7
συνεκκρίθημι,1
παραρρίπτω,9
ἐξίντημι,1
ξηρᾶνω,1
κατέρραμαι,1
κατάκεομαι,1
κατατάσσω,112
χιλιαρχέω,18
παραζώννυμι,6
νομοθετάω,2
παρέκειμαι,1
θηριομαχέω,3
σκυθίζω,3
συγκεφαλαιόω,38
ἀπαναίνομαι,7
ὀί,2
σφάγνυμι,1
ἐποτοτύζω,1
ὄπομαι,8
σωρεύͅζω,1
διακναίω,18
προβάλομαι,6
προσφυάζω,1
τεκμήρομαι,13
ἐποχρίω,2
καταπέλμαι,1
φεχήρω,3
προσαπαλέγω,1
ζεύσσομαι,1
ὑποδηλέω,1
εν,1
τμαγγάνω,1
ἐξαναπληρόω,1
διασώσαμαι,3
δᾳδουχέομαι,1
ἀμφιέζω,11
ἐντιμάω,3
κατέρηριμμαι,1
ἀνατεθέικα,2
ῥίφτω,2
θυμοφθορέω,1
ἡρωικέω,2
καταπορροίζω,2
ἐπαναγάγω,1
συνειστρέχω,2
συνίσταμαι,13
ἀναπλόω,7
σκαλίζω,1
ἀποπνιγάω,2
καταμαρτυρέω,94
ἀναμίζω,49
συμπαρατηρέω,2
ἕλημι,1
βόυλευομαι,1
προλεπτύζομαι,1
ἐπικέημαι,1
γένω,7
ναυπηγέομαι,6
ἀνακρεμαννύω,1
πλατυν́ͅζω,1
σιλλαίνω,1
ὀμνάω,1
συγγυμνάσκομαι,1
πιγεγ̔άπτω,1
ἐνυγραίνω,1
ἀπολαγιλαύσκω,4
σπεράα,3
ἐκδράμνω,1
ὀργαίνω,2
ὀνομάω,1
ἄτλκω,1
ἐκκλύζω,36
γιγρηγόσρω,2
ἀπηναισχύντω,1
μεγαλύνω,50
σπαθόω,1
ἀπαίνυμαι,10
κοινολογάω,1
διανίημι,1
συσμηρίζω,17
ὑπεναντιόομαι,21
ἀνανήπτω,6
ὑπερέρχομαι,21
ἐγήρω,7
προσσυλλαμβάνω,1
ἐραψοιδέω,1
ἀνστομόω,2
ὑπερβεβλέω,1
ἐπιπήδημαι,2
κεῖμαι,4375
περισθίημι,1
προσεπιβάλλω,8
ἐμφράζω,5
κτανέω,2
ὁμοπαθέω,3
κόμνω,3
συναποδεδημ́οηκε,1
κατατυχέω,1
τιτρόω,3
λοιμώσκω,1
προυθέω,1
περιτείνω,85
μαλθακίζω,2
διαλείβω,4
ἀνιδρύομαι,1
ἐνίζω,16
δάσκω,10
λαχίσκω,4
λεγῃοποιέω,1
ἐπαναμιμνῄσκω,3
καταθήγω,1
συντίθειμι,1
ἀντεκτάσσω,2
κτεθεραπεύω,1
κνωδακίζω,3
ἐμβλέπω,66
ἀποτρύχομαι,1
ἐπεγκλίνω,1
ἀγοράζω,160
ἰξευρέω,1
ἐκπίφαγ,1
ἀναδέμω,4
γοεγύμω,2
ἐπιρρυύω,4
δολώω,1
ἐξαρύω,5
δεδρ́ακα,1
πεφεύγω,1
ἀποίζω,3
ἀλλάζομαι,7
ἐγκαναχάομαι,1
ρ́ͅσπω,1
περίκειμαι,417
επιτρέχω,1
ἐπιχρέμπτω,1
συγχρίζω,1
μεμαθέω,1
διανυσθείσᾳ,1
ὑποτονθορύζω,3
Θρηικίω,1
φιάλλω,5
ἀποζόω,1
ἀπορροιβδέω,2
καταψιλόω,1
ἀντιβολέω,182
δοκεῦμμι,1
ἐπιτεύσσω,1
προανέρχομαι,1
ὑπερέσσω,2
καταλυάω,1
διαρρείνω,2
ἀντιπαίλω,7
πιφρόντι,2
ἐλαφρύνω,1
αἰκισθʼ́ζω,1
ἱστάω,13
ἐπιδεύω,4
προσεκλοιδορέω,1
καταδέω,110
Ἀβισαίρω,1
ἐντέμνω,40
θλᾷν,22
διασκίδνημι2,3
ὠτειλόομαι,1
καταφλέκω,3
εἰσευπορέω,2
Κβίσθω,1
ἄρδομαι,1
ψίζω,1
παρετίθημι,3
ἀπόζνυμι,1
ποτνιάζομαι,1
ἐξολίσθω,1
ἐκθεόομαι,2
διασκέπτομαι,57
καθέρπω,11
ἐπαπολλύω,1
ἐξωστρακίζω,1
εἱρόμιω,7
ἐφάπω,1
ἀπερ́ζω,2
πτήχω,2
ἀναχωρίζω,6
διακαραδοκέω,1
ἐγκατασπέρω,1
ἐκπυρόω,68
ὑποκαθίημι,3
ἐπικατακοιμάομαι,1
ὑπερθερμαναρίσκω,2
προπονάο,1
περιιπλάσσω,1
ἀμφιπήγνυμι,1
πείω,40
ἐλαλέγσσω,4
διεῖρπω,1
βουκολόω,1
προών,1
δήσσω,8
ὑπουθύνω,1
ἀντετείνω,1
ἀποσφάσκω,1
ἀναρούω,1
ἐπαμάομαι,1
παρωξύμμαι,2
δογματοποιέω,1
ἀρρέω,1
ἀμύγνυμι,1
περιελίγνυμι,3
διειλύω,1
προσαποβίβλαμαι,1
εἅψλω,1
ἀποδακρύω,11
συναυλέω,3
ἀθανατίζω,8
ἐπεισηθέω,1
προσλιπαρέω,16
ἀποκλάω,6
καταβόλλω,2
προτετεχνόω,1
ἀναπολεμέω,1
περιεπέω,1
πεμπάζω,5
ἐξητάζω,5
ἐπικέλομαι,4
διαφορέω,682
ἀντφιλοφρονέω,1
συμβουλεύ-ω,1
ἀλοιάω,4
μανθάνομαι,1
ΜΛΝ,1
ἐπιτίγταμαι,13
ἐκατονταπλασιάζω,1
ἐξεριθμέω,1
διατραγάω,1
διασκευάννυμι,2
ἐπτεράω,2
ἀνατεταγών,1
ξυνεπικαλέω,1
ἐναπερείδω,5
διεξάγω,34
κομπολακύθομαι,1
μετεβαινω,1
ἐγγεννάω,6
προυποχρίζω,1
ὄμνω,1
προσηρτάω,6
ἐκπαφέω,1
παρατέτημι,3
εὐλαβέω,5
ψωροφθαλμιάω,1
προεώσρομαι,1
ἀφαιρετέω,1
κίκρι,5
τόα,19
ἐξεπορθέω,1
ἀπευδήδω,1
ἐπεδηλόω,4
ἐλαίω,16
καταφοβέω,10
ἐλείπω,1
τεκνοποιέω,31
ὀδαξόω,1
λεβητίζω,1
ὑελοειδέω,1
παρακειτʼ́ω,1
μυουρέω,1
ἀπαιολέω,1
φρίττω,2
διχοτομέω,12
κινδυνευσούω,1
κατευημερέω,1
ἀχθαίρω,1
ἀντεπισκώπτω,2
συγκεκόμιυμι,1
νήι,1
ἀνδρόω,73
προερύω,4
ἀρράζω,2
χειροτεχνέω,1
κεφαλαιόω,10
περιέχω,2977
διάζομαι,4
ἐλλάμπω,6
διανοέομαι,83
σεβιβάζω,1
φιλογραμματέω,1
συναπολάομαι,1
ἐνδείσσω,1
ἀπαυδάω,29
ὑποστορέννυμι,1
ἐφέννυμι,3
ἔνιπω,1
λανθάνεται,1
προσανέρπω,2
ἵκομαι,1
ἐξικηρύσσω,4
ὀδώδω,1
ἐλλαμπρύνω,5
ἐπιλήθω,16
περιακούω,1
ὑπολαπάσσω,1
συλλογέω,1
ἐπτίθημι,4
ἐπισταλκασ́ω,2
προαγωγεύω,9
διαπάρω,2
πλέσσω,6
λεχθήσω,1
ἐρρίπτω,3
μιμνάζω,7
ἀναπεπείζω,1
πρόσκεκτημαι,1
κατεντύνω,1
ἐπουλωθέω,1
προδηλόω,99
μετοπέμπω,2
ἐπιπεφωνέω,4
ΕΓ,8
θαλασσοπορέω,2
ἀπεσιοπάω,1
ἔψυγμαι,3
ἐκπεριέρχομαι,39
προμεριμνάω,1
γεγυμνάω,11
ζωθέω,1
ἐπιθλίβω,10
προπειράζω,1
ἀνακεκαύω,1
ὀρέγω,622
προωδοποίημι,1
ἀναπιέννυμι,1
τίσκα,2
ἀνεκλιθάω,1
περιπροβάλλω,1
προσλήπω,2
Ἀνταυγέω,1
ἀντιβόημι,3
περιχώννυμι,1
ἐμβαίνω,330
